"Country or Area","Year","Unit","Value","Value Footnotes"
"Peru","2003","Thousand hectolitres","12532.1",""
"Peru","2002","Thousand hectolitres","12257.9",""
"Peru","2001","Thousand hectolitres","12283.1",""
"Peru","2000","Thousand hectolitres","11497.7",""
"Peru","1999","Thousand hectolitres","8786",""
"Peru","1998","Thousand hectolitres","7892.4",""
"Peru","1997","Thousand hectolitres","6842.3",""
"Peru","1996","Thousand hectolitres","5503.1",""
"Peru","1995","Thousand hectolitres","5817.1",""
"Poland","2013","Mil. USD","1972.96940976993",""
"Poland","2013","Thousand hectolitres","42958",""
"Poland","2012","Mil. USD","1847.17424207438",""
"Poland","2012","Thousand hectolitres","40367.1",""
"Poland","2011","Mil. USD","1776.33159573074",""
"Poland","2011","Thousand hectolitres","42410.2",""
"Poland","2010","Mil. USD","1639.60468278447",""
"Poland","2010","Thousand hectolitres","40606.2",""
"Poland","2009","Mil. USD","1506.82260687949",""
"Poland","2009","Thousand hectolitres","38771.5",""
"Poland","2008","Mil. USD","2213.10777852732",""
"Poland","2008","Thousand hectolitres","40588.9",""
"Poland","2007","Mil. USD","1691.17939269134",""
"Poland","2007","Thousand hectolitres","38690.5",""
"Poland","2006","Mil. USD","1286.91467563961",""
"Poland","2006","Thousand hectolitres","36351.9",""
"Poland","2005","Mil. USD","1020.96028929217",""
"Poland","2005","Thousand hectolitres","30663",""
"Poland","2004","Mil. USD","833.132460123439",""
"Poland","2004","Thousand hectolitres","30020",""
"Poland","2003","Mil. USD","689.418434974898",""
"Poland","2003","Thousand hectolitres","29367.7",""
"Poland","2002","Mil. USD","510.41249662993",""
"Poland","2002","Thousand hectolitres","22745.3",""
"Poland","2001","Mil. USD","543.271696914922",""
"Poland","2001","Thousand hectolitres","21976.8",""
"Poland","2000","Mil. USD","448.082465212864",""
"Poland","2000","Thousand hectolitres","21245.9","13"
"Poland","1999","Thousand hectolitres","24160",""
"Poland","1998","Thousand hectolitres","17724",""
"Poland","1997","Thousand hectolitres","16107",""
"Poland","1996","Thousand hectolitres","14552",""
"Poland","1995","Thousand hectolitres","11372",""
"Portugal","2013","Mil. USD","431.669091700724",""
"Portugal","2013","Thousand hectolitres","5692.48818",""
"Portugal","2012","Mil. USD","436.64745001093",""
"Portugal","2012","Thousand hectolitres","5662.3941",""
"Portugal","2011","Mil. USD","489.819950531682",""
"Portugal","2011","Thousand hectolitres","5687.85433",""
"Portugal","2010","Mil. USD","484.93280305373",""
"Portugal","2010","Thousand hectolitres","6226.22072",""
"Portugal","2009","Mil. USD","575.383821173753",""
"Portugal","2009","Thousand hectolitres","6699.64062",""
"Portugal","2008","Mil. USD","566.137884759289",""
"Portugal","2008","Thousand hectolitres","5869.03194",""
"Portugal","2007","Mil. USD","759.416557458384",""
"Portugal","2007","Thousand hectolitres","6162.06875",""
"Portugal","2006","Mil. USD","689.192388630617",""
"Portugal","2006","Thousand hectolitres","6287.13682",""
"Portugal","2005","Mil. USD","656.935760831717",""
"Portugal","2005","Thousand hectolitres","6250.6436",""
"Portugal","2004","Mil. USD","644.428302695051",""
"Portugal","2004","Thousand hectolitres","6494",""
"Portugal","2003","Mil. USD","564.312324299006",""
"Portugal","2003","Thousand hectolitres","6485",""
"Portugal","2002","Mil. USD","447.303978630057",""
"Portugal","2002","Thousand hectolitres","6061",""
"Portugal","2001","Mil. USD","382.099489042604",""
"Portugal","2001","Thousand hectolitres","4993",""
"Portugal","2000","Mil. USD","346.415801842792",""
"Portugal","2000","Thousand hectolitres","4709",""
"Portugal","1999","Mil. USD","400.293378078559",""
"Portugal","1999","Thousand hectolitres","5470",""
"Portugal","1998","Mil. USD","400.096819481692",""
"Portugal","1998","Thousand hectolitres","5021",""
"Portugal","1997","Mil. USD","347.628531329809",""
"Portugal","1997","Thousand hectolitres","4477",""
"Portugal","1996","Mil. USD","380.764023798743",""
"Portugal","1996","Thousand hectolitres","4190",""
"Portugal","1995","Mil. USD","338.117039768475",""
"Portugal","1995","Thousand hectolitres","3642",""
"Republic of Korea","2013","Thousand hectolitres","25701.86",""
"Republic of Korea","2012","Thousand hectolitres","25131.81",""
"Republic of Korea","2011","Thousand hectolitres","22116.2",""
"Republic of Korea","2010","Thousand hectolitres","21284.06",""
"Republic of Korea","2009","Thousand hectolitres","19395.86",""
"Republic of Korea","2008","Thousand hectolitres","20115.82",""
"Republic of Korea","2007","Thousand hectolitres","19066.61",""
"Republic of Korea","2006","Thousand hectolitres","19508.2",""
"Republic of Korea","2005","Thousand hectolitres","20429.99",""
"Republic of Korea","2004","Thousand hectolitres","20156.83",""
"Republic of Korea","2003","Thousand hectolitres","19409.97",""
"Republic of Korea","2002","Thousand hectolitres","21272.13",""
"Republic of Korea","2001","Thousand hectolitres","21476.36",""
"Republic of Korea","2000","Thousand hectolitres","21845.19",""
"Republic of Korea","1999","Thousand hectolitres","19313.32",""
"Republic of Korea","1998","Thousand hectolitres","15382.91",""
"Republic of Korea","1997","Thousand hectolitres","17584.1",""
"Republic of Korea","1996","Thousand hectolitres","17514",""
"Republic of Korea","1995","Thousand hectolitres","22734",""
"Republic of Moldova","2013","Thousand hectolitres","642.8",""
"Republic of Moldova","2012","Thousand hectolitres","723",""
"Republic of Moldova","2011","Thousand hectolitres","723.7",""
"Republic of Moldova","2010","Thousand hectolitres","654.5",""
"Republic of Moldova","2009","Thousand hectolitres","597.9",""
"Republic of Moldova","2008","Thousand hectolitres","768",""
"Republic of Moldova","2007","Thousand hectolitres","944.2",""
"Republic of Moldova","2006","Thousand hectolitres","757",""
"Republic of Moldova","2005","Thousand hectolitres","639.1",""
"Republic of Moldova","2004","Thousand hectolitres","653.3",""
"Republic of Moldova","2003","Thousand hectolitres","597",""
"Republic of Moldova","2002","Thousand hectolitres","454",""
"Republic of Moldova","2001","Thousand hectolitres","256",""
"Republic of Moldova","2000","Thousand hectolitres","185",""
"Republic of Moldova","1999","Thousand hectolitres","142",""
"Republic of Moldova","1998","Thousand hectolitres","295",""
"Republic of Moldova","1997","Thousand hectolitres","139",""
"Republic of Moldova","1996","Thousand hectolitres","147",""
"Republic of Moldova","1995","Thousand hectolitres","204",""
"Romania","2013","Mil. USD","698.521397200599",""
"Romania","2013","Thousand hectolitres","14437",""
"Romania","2012","Mil. USD","734.347795182201",""
"Romania","2012","Thousand hectolitres","14736",""
"Romania","2011","Mil. USD","770.398085459134",""
"Romania","2011","Thousand hectolitres","15416",""
"Romania","2010","Mil. USD","782.438088045565",""
"Romania","2010","Thousand hectolitres","17084",""
"Romania","2009","Mil. USD","785.878186155953",""
"Romania","2009","Thousand hectolitres","17973",""
"Romania","2008","Mil. USD","1150.31717411658",""
"Romania","2008","Thousand hectolitres","19920",""
"Romania","2007","Mil. USD","1050.434122834",""
"Romania","2007","Thousand hectolitres","17551",""
"Romania","2006","Mil. USD","783.437898646605",""
"Romania","2006","Thousand hectolitres","17812",""
"Romania","2005","Mil. USD","603.349094570224",""
"Romania","2005","Thousand hectolitres","14815",""
"Romania","2004","Mil. USD","469.796329179013",""
"Romania","2004","Thousand hectolitres","12961",""
"Romania","2003","Mil. USD","380.564248294149",""
"Romania","2003","Thousand hectolitres","12279",""
"Romania","2002","Mil. USD","281.18133692407",""
"Romania","2002","Thousand hectolitres","10833",""
"Romania","2001","Thousand hectolitres","8648",""
"Romania","2000","Thousand hectolitres","6943",""
"Romania","1999","Thousand hectolitres","4495",""
"Romania","1998","Thousand hectolitres","4910",""
"Romania","1997","Thousand hectolitres","4533",""
"Romania","1996","Thousand hectolitres","4109",""
"Romania","1995","Thousand hectolitres","5416",""
"Russian Federation","2013","Thousand hectolitres","58611.6",""
"Russian Federation","2012","Thousand hectolitres","58000.6",""
"Russian Federation","2011","Thousand hectolitres","59444",""
"Russian Federation","2010","Thousand hectolitres","64655.7",""
"Russian Federation","2009","Thousand hectolitres","54780",""
"Russian Federation","2008","Thousand hectolitres","57088",""
"Russian Federation","2007","Thousand hectolitres","59820",""
"Russian Federation","2006","Thousand hectolitres","54911",""
"Russian Federation","2005","Thousand hectolitres","48362",""
"Russian Federation","2004","Thousand hectolitres","41548",""
"Russian Federation","2003","Thousand hectolitres","35961",""
"Russian Federation","2002","Thousand hectolitres","32120",""
"Russian Federation","2001","Thousand hectolitres","27300",""
"Russian Federation","2000","Thousand hectolitres","21425",""
"Russian Federation","1999","Thousand hectolitres","18902",""
"Russian Federation","1998","Thousand hectolitres","21460",""
"Russian Federation","1997","Thousand hectolitres","14361",""
"Russian Federation","1996","Thousand hectolitres","11354",""
"Russian Federation","1995","Thousand hectolitres","8468",""
"Rwanda","2012","Thousand hectolitres","488.536208",""
"Rwanda","2011","Thousand hectolitres","448.603624",""
"Rwanda","2010","Thousand hectolitres","395.213",""
"Rwanda","2009","Thousand hectolitres","369.598",""
"Rwanda","2008","Thousand hectolitres","410.156",""
"Rwanda","2007","Thousand hectolitres","360.279472",""
"Rwanda","2006","Thousand hectolitres","351.525",""
"Rwanda","2005","Thousand hectolitres","286.534",""
"Rwanda","2004","Thousand hectolitres","216.631",""
"Rwanda","2003","Thousand hectolitres","192.786",""
"Saint Kitts and Nevis","2010","Thousand hectolitres","48.16",""
"Saint Kitts and Nevis","2009","Thousand hectolitres","44.49",""
"Saint Kitts and Nevis","2008","Thousand hectolitres","51.93",""
"Saint Kitts and Nevis","2007","Thousand hectolitres","32.37",""
"Saint Kitts and Nevis","2006","Thousand hectolitres","37.83",""
"Saint Kitts and Nevis","2005","Thousand hectolitres","40.59",""
"Saint Kitts and Nevis","2004","Thousand hectolitres","34.69",""
"Saint Kitts and Nevis","2003","Thousand hectolitres","28.67",""
"Saint Kitts and Nevis","2002","Thousand hectolitres","32.4",""
"Saint Kitts and Nevis","2001","Thousand hectolitres","35.08",""
"Saint Kitts and Nevis","2000","Thousand hectolitres","31.26",""
"Saint Kitts and Nevis","1999","Thousand hectolitres","27.94",""
"Saint Kitts and Nevis","1998","Thousand hectolitres","40.18",""
"Saint Kitts and Nevis","1997","Thousand hectolitres","41.72",""
"Saint Kitts and Nevis","1996","Thousand hectolitres","41.5",""
"Saint Kitts and Nevis","1995","Thousand hectolitres","45",""
"Serbia and Montenegro","2003","Thousand hectolitres","2946",""
"Serbia and Montenegro","2002","Thousand hectolitres","2715",""
"Serbia and Montenegro","2001","Thousand hectolitres","2436",""
"Serbia and Montenegro","2000","Thousand hectolitres","1911",""
"Serbia and Montenegro","1999","Thousand hectolitres","1853","13"
"Serbia and Montenegro","1998","Thousand hectolitres","2391",""
"Serbia and Montenegro","1997","Thousand hectolitres","1691",""
"Serbia and Montenegro","1996","Thousand hectolitres","1335",""
"Serbia and Montenegro","1995","Thousand hectolitres","1222",""
"Seychelles","2008","Thousand hectolitres","61.61",""
"Seychelles","2007","Thousand hectolitres","85.82",""
"Seychelles","2006","Thousand hectolitres","92.25",""
"Seychelles","2005","Thousand hectolitres","72.71",""
"Seychelles","2004","Thousand hectolitres","67.6",""
"Seychelles","2003","Thousand hectolitres","80.94",""
"Seychelles","2002","Thousand hectolitres","94.21",""
"Seychelles","2001","Thousand hectolitres","87",""
"Seychelles","2000","Thousand hectolitres","88.06",""
"Seychelles","1999","Thousand hectolitres","106",""
"Seychelles","1998","Thousand hectolitres","103",""
"Seychelles","1997","Thousand hectolitres","83",""
"Seychelles","1996","Thousand hectolitres","79",""
"Seychelles","1995","Thousand hectolitres","85",""
"Sierra Leone","1996","Thousand hectolitres","1371",""
"Singapore","2013","Mil. USD","239.750659314313",""
"Singapore","2012","Mil. USD","234.460729536192",""
"Singapore","2011","Mil. USD","240.901419193973",""
"Singapore","2010","Mil. USD","235.42210351972",""
"Singapore","2009","Mil. USD","226.192280463211",""
"Singapore","2008","Mil. USD","212.034988128986",""
"Singapore","2007","Mil. USD","97.5382107599463",""
"Singapore","2006","Mil. USD","93.1442477133509",""
"Singapore","2005","Mil. USD","83.5137039078706",""
"Singapore","2004","Mil. USD","66.2632366238488","14"
"Singapore","2003","Mil. USD","65.4351340750592","14"
"Singapore","2002","Mil. USD","58.6399442268976","14"
"Singapore","2002","Thousand hectolitres","2188","15"
"Singapore","2001","Mil. USD","51.3472370861001","14"
"Singapore","2001","Thousand hectolitres","2183","15"
"Singapore","2000","Mil. USD","66.1266964301253","14"
"Singapore","1999","Mil. USD","63.1284575613535","14"
"Singapore","1998","Mil. USD","65.1289982383302","14"
"Singapore","1997","Mil. USD","76.7777156047902","14"
"Singapore","1996","Mil. USD","86.5223170250982","14"
"Singapore","1995","Mil. USD","88.896728106535","14"
"Slovakia","2013","Mil. USD","176.161963062943",""
"Slovakia","2013","Thousand hectolitres","4772",""
"Slovakia","2012","Mil. USD","217.141703222644",""
"Slovakia","2012","Thousand hectolitres","5641",""
"Slovakia","2011","Mil. USD","225.201672613416",""
"Slovakia","2011","Thousand hectolitres","5175",""
"Slovakia","2010","Mil. USD","178.79730159671",""
"Slovakia","2010","Thousand hectolitres","4697",""
"Slovakia","2009","Mil. USD","193.789382236638",""
"Slovakia","2009","Thousand hectolitres","4619.60595",""
"Slovakia","2008","Mil. USD","195.679905749072",""
"Slovakia","2008","Thousand hectolitres","5269.87039",""
"Slovakia","2007","Mil. USD","162.304442314701",""
"Slovakia","2007","Thousand hectolitres","4452.96089",""
"Slovakia","2006","Mil. USD","129.944691848572",""
"Slovakia","2006","Thousand hectolitres","5094.69747",""
"Slovakia","2005","Mil. USD","136.708744045844",""
"Slovakia","2005","Thousand hectolitres","4718.9241",""
"Slovakia","2004","Mil. USD","110.7728936688",""
"Slovakia","2004","Thousand hectolitres","3757.25401",""
"Slovakia","2003","Mil. USD","96.6208101523992",""
"Slovakia","2003","Thousand hectolitres","3507.42691",""
"Slovakia","2002","Mil. USD","89.1661767058084",""
"Slovakia","2002","Thousand hectolitres","3922.14525",""
"Slovakia","2001","Mil. USD","96.6931675220334",""
"Slovakia","2001","Thousand hectolitres","4458.57237",""
"Slovakia","2000","Thousand hectolitres","3389",""
"Slovakia","1999","Thousand hectolitres","2696",""
"Slovakia","1998","Thousand hectolitres","2342",""
"Slovakia","1997","Thousand hectolitres","1064",""
"Slovakia","1996","Thousand hectolitres","943",""
"Slovakia","1995","Thousand hectolitres","575",""
"Slovenia","2012","Mil. USD","8.72935344198014",""
"Slovenia","2012","Thousand hectolitres","320.863",""
"Slovenia","2011","Mil. USD","7.08551188463323",""
"Slovenia","2011","Thousand hectolitres","237.832",""
"Slovenia","2010","Mil. USD","79.8680924110222",""
"Slovenia","2010","Thousand hectolitres","1460.94",""
"Slovenia","2009","Mil. USD","103.949003603069",""
"Slovenia","2009","Thousand hectolitres","1800",""
"Slovenia","2008","Mil. USD","116.242770815216",""
"Slovenia","2008","Thousand hectolitres","2031",""
"Slovenia","2007","Mil. USD","123.700193324323",""
"Slovenia","2007","Thousand hectolitres","2380",""
"Slovenia","2006","Mil. USD","129.299898979082",""
"Slovenia","2006","Thousand hectolitres","2563",""
"Slovenia","2005","Mil. USD","101.377154902527",""
"Slovenia","2005","Thousand hectolitres","1926",""
"Slovenia","2004","Mil. USD","86.785845013939",""
"Slovenia","2004","Thousand hectolitres","1870",""
"Slovenia","2003","Mil. USD","90.8246033669633",""
"Slovenia","2003","Thousand hectolitres","2138",""
"Slovenia","2002","Mil. USD","70.210802440301",""
"Slovenia","2002","Thousand hectolitres","1932",""
"Slovenia","2001","Mil. USD","68.1281773401713",""
"Slovenia","2001","Thousand hectolitres","1998",""
"Slovenia","2000","Mil. USD","69.4931623453679",""
"Slovenia","2000","Thousand hectolitres","1910",""
"Slovenia","1999","Mil. USD","80.2837773133467",""
"Slovenia","1999","Thousand hectolitres","1525",""
"Slovenia","1998","Thousand hectolitres","1449",""
"Slovenia","1997","Thousand hectolitres","1474",""
"Slovenia","1996","Thousand hectolitres","1446",""
"Slovenia","1995","Thousand hectolitres","1353",""
"South Africa","2003","Thousand hectolitres","24130","2"
"South Africa","2002","Thousand hectolitres","23170","2"
"South Africa","2001","Thousand hectolitres","21330","2"
"South Africa","2000","Thousand hectolitres","20760","2"
"South Africa","1999","Thousand hectolitres","21230","2"
"South Africa","1998","Thousand hectolitres","20440","2"
"South Africa","1997","Thousand hectolitres","19880","2"
"South Africa","1996","Thousand hectolitres","15820","2"
"South Africa","1995","Thousand hectolitres","15030","2"
"Spain","2013","Mil. USD","6487.34041457919",""
"Spain","2013","Thousand hectolitres","53895",""
"Spain","2012","Mil. USD","7557.55916186741",""
"Spain","2012","Thousand hectolitres","58295",""
"Spain","2011","Mil. USD","8094.74901004891",""
"Spain","2011","Thousand hectolitres","62993",""
"Spain","2010","Mil. USD","7812.77986754809",""
"Spain","2010","Thousand hectolitres","64914",""
"Spain","2009","Mil. USD","7961.45428320241",""
"Spain","2009","Thousand hectolitres","59182",""
"Spain","2008","Mil. USD","8589.74252810656",""
"Spain","2008","Thousand hectolitres","59070",""
"Spain","2007","Mil. USD","7954.69709671349",""
"Spain","2007","Thousand hectolitres","58880",""
"Spain","2006","Mil. USD","6964.89223464277",""
"Spain","2006","Thousand hectolitres","58672",""
"Spain","2005","Mil. USD","6542.5558374372",""
"Spain","2005","Thousand hectolitres","59889",""
"Spain","2004","Mil. USD","6055.6393684851",""
"Spain","2004","Thousand hectolitres","71090",""
"Spain","2003","Thousand hectolitres","49502",""
"Spain","2002","Thousand hectolitres","48424",""
"Spain","2001","Thousand hectolitres","47305",""
"Spain","2000","Thousand hectolitres","45355",""
"Spain","1999","Thousand hectolitres","47533",""
"Spain","1998","Thousand hectolitres","43223",""
"Spain","1997","Thousand hectolitres","36428",""
"Spain","1996","Thousand hectolitres","33982",""
"Spain","1995","Thousand hectolitres","35139",""
"Sudan (former)","2010","Thousand hectolitres","5280",""
"Sudan (former)","2009","Thousand hectolitres","4840",""
"Sudan (former)","2008","Thousand hectolitres","4710",""
"Sudan (former)","2007","Thousand hectolitres","4240",""
"Sudan (former)","2006","Thousand hectolitres","4220",""
"Sudan (former)","2005","Thousand hectolitres","4160",""
"Sudan (former)","2004","Thousand hectolitres","2640",""
"Sudan (former)","2003","Thousand hectolitres","2430",""
"Sudan (former)","2002","Thousand hectolitres","2110",""
"Sudan (former)","2001","Thousand hectolitres","1320",""
"Suriname","1996","Thousand hectolitres","230",""
"Suriname","1995","Thousand hectolitres","193",""
"Sweden","2013","Mil. USD","725.043681710567",""
"Sweden","2013","Thousand hectolitres","7273.443",""
"Sweden","2012","Mil. USD","723.902219912701",""
"Sweden","2012","Thousand hectolitres","7718.73",""
"Sweden","2011","Mil. USD","764.46354275751",""
"Sweden","2011","Thousand hectolitres","8038.758",""
"Sweden","2010","Mil. USD","755.648940476439",""
"Sweden","2010","Thousand hectolitres","8818.051",""
"Sweden","2009","Mil. USD","666.699576888793",""
"Sweden","2009","Thousand hectolitres","8423.76",""
"Sweden","2008","Mil. USD","737.041254752779",""
"Sweden","2008","Thousand hectolitres","7785.63",""
"Sweden","2007","Mil. USD","721.750851116401",""
"Sweden","2007","Thousand hectolitres","7940.413",""
"Sweden","2006","Mil. USD","641.978319382229",""
"Sweden","2006","Thousand hectolitres","7632.869",""
"Sweden","2005","Mil. USD","581.41959604831",""
"Sweden","2005","Thousand hectolitres","6856",""
"Sweden","2004","Mil. USD","616.555977186567",""
"Sweden","2004","Thousand hectolitres","7201",""
"Sweden","2003","Mil. USD","603.118544576143",""
"Sweden","2003","Thousand hectolitres","7970",""
"Sweden","2002","Mil. USD","505.385403012594",""
"Sweden","2002","Thousand hectolitres","8231",""
"Sweden","2001","Mil. USD","467.899742822953",""
"Sweden","2001","Thousand hectolitres","8143",""
"Sweden","2000","Mil. USD","453.7098034479",""
"Sweden","2000","Thousand hectolitres","7209",""
"Sweden","1999","Mil. USD","485.813593542011",""
"Sweden","1999","Thousand hectolitres","7024",""
"Sweden","1998","Mil. USD","403.528704218135",""
"Sweden","1998","Thousand hectolitres","5472",""
"Sweden","1997","Mil. USD","421.616846249669",""
"Sweden","1997","Thousand hectolitres","6096",""
"Sweden","1996","Mil. USD","505.371655320824",""
"Sweden","1996","Thousand hectolitres","5878",""
"Sweden","1995","Thousand hectolitres","5046",""
"Switzerland","2007","Thousand hectolitres","5673",""
"Switzerland","2006","Thousand hectolitres","5627",""
"Switzerland","2005","Thousand hectolitres","6387",""
"Switzerland","2004","Thousand hectolitres","6419",""
"Switzerland","2003","Thousand hectolitres","7130",""
"Switzerland","2002","Thousand hectolitres","6938",""
"Switzerland","2001","Thousand hectolitres","7019",""
"Switzerland","2000","Thousand hectolitres","6938",""
"Switzerland","1999","Thousand hectolitres","6640",""
"Switzerland","1998","Thousand hectolitres","6293",""
"Switzerland","1997","Thousand hectolitres","5898",""
"Switzerland","1996","Thousand hectolitres","5533",""
"Switzerland","1995","Thousand hectolitres","5521",""
"Tajikistan","2013","Thousand hectolitres","598.6",""
"Tajikistan","2012","Thousand hectolitres","482",""
"Tajikistan","2011","Thousand hectolitres","387.6",""
"Tajikistan","2010","Thousand hectolitres","347.7",""
"Tajikistan","2009","Thousand hectolitres","330.5",""
"Tajikistan","2008","Thousand hectolitres","301.6",""
"Tajikistan","2007","Thousand hectolitres","299.3",""
"Tajikistan","2006","Thousand hectolitres","286",""
"Tajikistan","2005","Thousand hectolitres","258.6",""
"Tajikistan","2004","Thousand hectolitres","184.4",""
"Tajikistan","2003","Thousand hectolitres","146",""
"Tajikistan","2002","Thousand hectolitres","134.3",""
"Tajikistan","2001","Thousand hectolitres","126.9",""
"Tajikistan","2000","Thousand hectolitres","57.6",""
"Tajikistan","1999","Thousand hectolitres","19.4",""
"Tajikistan","1998","Thousand hectolitres","29.1",""
"Tajikistan","1997","Thousand hectolitres","21.1",""
"Tajikistan","1996","Thousand hectolitres","12",""
"Tajikistan","1995","Thousand hectolitres","4",""
"Thailand","2008","Thousand hectolitres","21927",""
"Thailand","2007","Thousand hectolitres","20944",""
"Thailand","2006","Thousand hectolitres","22650",""
"Thailand","2005","Thousand hectolitres","22720",""
"Thailand","2004","Thousand hectolitres","20500",""
"Thailand","2003","Thousand hectolitres","19330",""
"Thailand","2002","Thousand hectolitres","17420",""
"Thailand","2001","Thousand hectolitres","16630",""
"Thailand","2000","Thousand hectolitres","15280",""
"Thailand","1999","Thousand hectolitres","13840",""
"Thailand","1998","Thousand hectolitres","15470",""
"Thailand","1997","Thousand hectolitres","17430",""
"Thailand","1996","Thousand hectolitres","17570",""
"Thailand","1995","Thousand hectolitres","17220",""
"The former Yugoslav Republic of Macedonia","2013","Thousand hectolitres","1371",""
"The former Yugoslav Republic of Macedonia","2012","Thousand hectolitres","1263",""
"The former Yugoslav Republic of Macedonia","2011","Thousand hectolitres","1248",""
"The former Yugoslav Republic of Macedonia","2010","Thousand hectolitres","1597",""
"The former Yugoslav Republic of Macedonia","2009","Thousand hectolitres","1717",""
"The former Yugoslav Republic of Macedonia","2008","Thousand hectolitres","1637",""
"The former Yugoslav Republic of Macedonia","2007","Thousand hectolitres","1480",""
"The former Yugoslav Republic of Macedonia","2006","Thousand hectolitres","1311",""
"The former Yugoslav Republic of Macedonia","2005","Thousand hectolitres","1174",""
"The former Yugoslav Republic of Macedonia","2004","Thousand hectolitres","1094",""
"The former Yugoslav Republic of Macedonia","2003","Thousand hectolitres","1149",""
"The former Yugoslav Republic of Macedonia","2002","Thousand hectolitres","1021",""
"The former Yugoslav Republic of Macedonia","2001","Thousand hectolitres","882",""
"The former Yugoslav Republic of Macedonia","2000","Thousand hectolitres","860",""
"The former Yugoslav Republic of Macedonia","1999","Thousand hectolitres","737",""
"The former Yugoslav Republic of Macedonia","1998","Thousand hectolitres","817",""
"The former Yugoslav Republic of Macedonia","1997","Thousand hectolitres","942",""
"The former Yugoslav Republic of Macedonia","1996","Thousand hectolitres","628",""
"The former Yugoslav Republic of Macedonia","1995","Thousand hectolitres","627",""
"Togo","2013","Thousand hectolitres","611.54577",""
"Togo","2012","Thousand hectolitres","482.0064",""
"Togo","2011","Thousand hectolitres","613.93325",""
"Togo","2010","Thousand hectolitres","484.74757",""
"Togo","2009","Thousand hectolitres","455.12786",""
"Togo","2008","Thousand hectolitres","317.04048",""
"Togo","2007","Thousand hectolitres","340.986",""
"Togo","2006","Thousand hectolitres","283",""
"Togo","2005","Thousand hectolitres","254",""
"Togo","2004","Thousand hectolitres","228",""
"Turkey","2012","Mil. USD","1335.7881876378",""
"Turkey","2012","Thousand hectolitres","36605.27048",""
"Turkey","2011","Mil. USD","1333.10659617221",""
"Turkey","2011","Thousand hectolitres","35926.47695",""
"Turkey","2010","Mil. USD","1286.38472223029",""
"Turkey","2010","Thousand hectolitres","34367.95711",""
"Turkey","2009","Mil. USD","1107.51261223072",""
"Turkey","2009","Thousand hectolitres","31343",""
"Turkey","2008","Mil. USD","1204.82047791049",""
"Turkey","2008","Thousand hectolitres","31493",""
"Turkey","2007","Mil. USD","1025.99454393422",""
"Turkey","2007","Thousand hectolitres","30555",""
"Turkey","2006","Mil. USD","855.400665216157",""
"Turkey","2006","Thousand hectolitres","29781",""
"Turkey","2005","Mil. USD","719.940578294337",""
"Turkey","2005","Thousand hectolitres","22025","13"
"Turkey","2004","Thousand hectolitres","23426",""
"Turkey","2003","Thousand hectolitres","19441",""
"Turkey","2002","Thousand hectolitres","16255",""
"Turkey","2001","Thousand hectolitres","16364",""
"Turkey","2000","Thousand hectolitres","20350",""
"Turkey","1999","Thousand hectolitres","17819",""
"Turkey","1998","Thousand hectolitres","13645",""
"Turkey","1997","Thousand hectolitres","13005",""
"Turkey","1996","Thousand hectolitres","11041",""
"Turkey","1995","Thousand hectolitres","10426",""
"Turkmenistan","2002","Thousand hectolitres","406",""
"Turkmenistan","2001","Thousand hectolitres","405",""
"Turkmenistan","2000","Thousand hectolitres","363",""
"Turkmenistan","1999","Thousand hectolitres","415",""
"Turkmenistan","1998","Thousand hectolitres","257",""
"Turkmenistan","1997","Thousand hectolitres","203",""
"Turkmenistan","1996","Thousand hectolitres","176",""
"Turkmenistan","1995","Thousand hectolitres","230",""
"Uganda","2012","Mil. USD","261.047860682658",""
"Uganda","2011","Mil. USD","241.996182307377",""
"Uganda","2010","Mil. USD","176.426122986882",""
"Uganda","2009","Mil. USD","153.703482669353",""
"Uganda","2008","Mil. USD","151.825151578003",""
"Uganda","2007","Mil. USD","136.888756583689",""
"Uganda","2006","Mil. USD","110.362622087006",""
"Uganda","2005","Mil. USD","94.3250564926223",""
"Uganda","2004","Mil. USD","38.4566197474981","16"
"Uganda","2002","Thousand hectolitres","956",""
"Uganda","2001","Thousand hectolitres","817",""
"Uganda","2000","Thousand hectolitres","726",""
"Uganda","1999","Thousand hectolitres","808",""
"Uganda","1998","Thousand hectolitres","687",""
"Uganda","1997","Thousand hectolitres","654",""
"Uganda","1996","Thousand hectolitres","704",""
"Uganda","1995","Thousand hectolitres","586",""
"Ukraine","2013","Thousand hectolitres","12644",""
"Ukraine","2012","Thousand hectolitres","14354",""
"Ukraine","2011","Thousand hectolitres","14728",""
"Ukraine","2010","Thousand hectolitres","14806",""
"Ukraine","2009","Thousand hectolitres","14736",""
"Ukraine","2008","Thousand hectolitres","17252",""
"Ukraine","2007","Thousand hectolitres","19553",""
"Ukraine","2006","Thousand hectolitres","17627",""
"Ukraine","2005","Thousand hectolitres","16910",""
"Ukraine","2004","Thousand hectolitres","14036",""
"Ukraine","2003","Thousand hectolitres","12475",""
"Ukraine","2002","Thousand hectolitres","11403",""
"Ukraine","2001","Thousand hectolitres","8532",""
"Ukraine","2000","Thousand hectolitres","6744",""
"Ukraine","1999","Thousand hectolitres","6087",""
"Ukraine","1998","Thousand hectolitres","4453",""
"Ukraine","1997","Thousand hectolitres","4456",""
"Ukraine","1996","Thousand hectolitres","3568",""
"Ukraine","1995","Thousand hectolitres","3711",""
"United Kingdom","2012","Mil. USD","5993.79681424862",""
