"Data Source","World Development Indicators",

"Last Updated Date","2016-10-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Lao PDR","LAO","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","786.514421821033","","","","","","",
"Lebanon","LBN","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6844.75485323946","7032.87679480562","6876.92829749561","6428.9410745854","6506.33090312048","6482.50120011995","6413.32441411678","6503.00003563375","6357.22491268954","6262.20905788411","6299.92264525642","5873.51601392714","5927.2503886736","6259.51924067043","6765.56094462932","7467.66794711751","7747.77682647002","7346.0144664607","7010.11933526979","6445.38500241358","5953.98906010138","6134.76251907618","",
"Liberia","LBR","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972.256245163079","628.792317538045","696.665468256721","576.766700003026","372.639780304585","496.961097442088","621.287633864618","607.308638555049","592.001512416187","538.484609019852","550.826555903375","529.473215465372","475.537084044915","479.444080731609","504.052350716722","565.003077570551","",
"Libya","LBY","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5091.89620518448","","","","","","",
"Latin America & Caribbean","LCN","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","1769.22850829089","1831.41728431269","1875.50516856437","1873.18446639202","1951.75399196368","2087.04656539736","2164.6866633679","2229.93123578694","2353.02670016972","2344.95050027955","2542.89854050741","2674.48310383443","2822.59748690146","2937.40411160681","3044.95993721359","2987.423490524","3237.45680218472","3422.24612148009","3485.60737099416","3675.26919196227","3870.44139690355","3872.55686540629","3810.64616183589","3747.99062366631","3880.01789856621","3820.30974490843","3788.1733622491","3704.54809217549","3688.55864072175","3601.76290865197","3652.25390559766","3801.0178804528","3820.36779170778","4029.97770250791","4165.44664233848","4180.63601886069","4250.86753357441","4372.96876517944","4391.8149378496","4356.73124729878","4469.09345466258","4453.99718916257","4382.88066831958","4376.0177701979","4555.89184857533","4743.68875310778","4976.39091668951","5233.54971305577","5408.59725396231","5360.50513982388","5598.16273662231","5828.79506650103","6014.08732759108","6147.97604138772","6165.96728279009","6069.8473041732","",
"Least developed countries: UN classification","LDC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.502754943048","420.410787475393","423.568641873815","425.563414329087","425.128013450731","431.645612526569","434.584511522773","430.563972617081","436.848750337168","440.98459793741","448.984781782079","466.416722466219","478.362267454134","499.69601691158","513.82316781931","523.247379785558","531.929340093982","544.374528208842","552.197099717346","560.588882239664","573.237852904971","582.66065787321","596.322855561165","",
"Low income","LIC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.434028690368","336.960090769293","347.359547436649","349.195180318815","356.863436510295","365.581040709217","370.458961459174","377.934786158282","391.867401318857","396.962108886558","403.176394884246","422.469953723421","428.71721972504","434.687389625181","441.363651127654","",
"Liechtenstein","LIE","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","414.211652259656","377.590247751297","400.907174769325","373.72298968556","378.842977485747","364.33839849856","392.955871558137","384.767879552184","417.561039009268","448.816725019276","424.138402805326","409.802786230156","379.378099927245","424.685301855031","417.123257924492","431.753126627684","428.512492135511","471.751550400673","486.187525888226","490.667406180568","521.59640745696","713.514664195356","727.362047025121","751.949225831437","819.553699378729","862.658882983546","836.56865627721","854.7644795824","852.900359981781","889.692232822764","825.865493025546","871.287859422463","903.319856345185","960.333960312309","1013.50620909327","1055.92981564044","1037.61527157151","1103.66957193747","1180.13093936913","1248.30336567352","1280.30300515405","1281.36228984522","1374.85361127314","1477.74333507418","1514.42457014125","1527.82747551283","1615.63909616294","1666.63075439814","1778.34192073451","1781.53779450619","1930.07737110886","2105.10006967549","2136.25554528506","2285.42304445865","2392.41182302953","2525.13139568475","",
"Lower middle income","LMC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","433.12882153173","437.642536414746","441.158878894644","443.822754245514","455.021272633876","452.434909529177","449.234316924737","458.325516469418","466.274206678267","472.483365665458","478.045400481065","479.479033646242","469.26818709578","465.48600469828","472.118798719099","484.835735505272","488.624187138255","508.505894601627","532.15233574675","529.369519911815","547.255118556256","581.292158076237","571.055096312263","570.343569899397","569.271249356434","578.963244477821","564.092958347191","554.061429082902","562.936615517813","570.594897645658","602.854382959399","604.439140397743","609.792120971016","613.524560871171","623.384849784174","649.86253023402","684.93268114013","696.470123707633","699.113707580063","714.401136009741","721.746539069634","760.758695708731","770.848274304066","802.490917440624","835.392838189923","881.966700505846","900.955982605207","963.211740424976","980.039564283922","1024.03789338665","1055.16127865561","1103.45299678242","1138.39905071774","1195.89897949863","1239.50344124088","","",
"Low & middle income","LMY","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","854.81184035718","897.916760480454","942.054666110218","967.216703409174","970.411098071024","976.284740680093","1006.72166901129","1021.66031477443","1006.35270289458","995.675450828518","1010.1299022181","1004.08813465318","1038.51467236853","1049.52516132933","1063.89867971423","1099.95183962987","1114.7018049484","1142.24738564467","1179.17015993876","1208.11671401161","1212.00679661408","1224.70697330525","1264.54602041227","1295.12961376505","1319.31532763407","1361.82843700314","1435.97782814698","1514.23007568138","1593.52274845399","1706.628888564","1771.39690084123","1792.47235446936","1871.35878414233","1972.32067251507","2046.16945606595","2121.89073935283","2179.67573592222","","",
"Lesotho","LSO","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","397.916981993113","396.485611124488","448.453676592573","500.176024838436","524.922662071326","523.383374790939","568.741083898512","582.4182153409","575.569787956522","559.047226834518","586.502326357309","651.793446331214","671.373771179818","793.296550647292","905.498765172922","956.091452097609","1036.16979145432","1048.18206632764","1136.72120846339","1137.40719559915","990.179436445943","1041.46326353783","1079.81316802466","1090.07409339156","1100.2367475051","1072.39023215464","999.699334324596","1057.61640918796","1070.38211165724","1060.51081684639","1042.76456956808","1010.58971343442","1008.54840812639","994.331750219449","1033.56844308611","989.095425530227","988.073183604515","967.95886541308","874.876833941184","883.203413271798","887.531350140773","865.565016325387","856.549142106606","867.96465087705","890.895060614653","920.792860893015","940.765422230751","976.835517230795","1012.52414144929","1039.63872313959","1114.76974854747","1185.34436803726","1187.13460123804","1176.28130424986","","","",
"Late-demographic dividend","LTE","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","951.276386503432","1012.56964369759","1070.82287834952","1070.44548182651","1081.33007772457","1119.91995210769","1194.95558693137","1220.73153119587","1228.85682505909","1228.56458497535","1264.55897545346","1247.4552007327","1266.54677255775","1296.84864750448","1325.36584595485","1383.10300425569","1431.56417158115","1504.75638108345","1560.09215736369","1603.88009854513","1614.54621003045","1645.35558547444","1727.71363296165","1783.13905699806","1851.24830546475","1917.41431803104","2036.88324518055","2146.21333242753","2299.63343349302","2494.74536870192","2657.75977695633","2703.47746565502","2850.66988609104","3028.48075357581","3173.29857429405","3311.04794028769","3444.02956241496","","",
"Lithuania","LTU","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3198.16880032943","3425.78616534905","3645.01346270798","3845.98370337671","4065.82886730535","4383.25446094963","4603.7060222316","4928.13455453519","5529.97248378628","6200.29909499869","7033.39595872454","7796.77770149154","8869.73923190902","9306.78275692919","7777.75569042273","7676.15796290178","8212.56426199358","8620.17721908507","9080.57819199871","9534.88380439834","","",
"Luxembourg","LUX","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","15039.3402722232","15733.7088492843","16296.9535659558","17045.637633355","17581.8382076585","18308.0138999971","18789.586215672","19185.677764697","19716.2028461013","20364.7746275428","20863.0720365762","21163.4595203265","21229.4130143027","21328.2762521608","21614.373892464","22154.9233207482","22776.0852999477","23665.8146856426","24898.3480505294","25849.129554407","26491.9483136733","27975.4508273868","26963.1770855101","27150.1652192712","27865.9655573256","27993.6252048645","28441.763302489","29168.5257973426","30461.4891384179","31132.5959426461","32260.4441624558","32632.53376411","33705.1842797702","33947.9674286503","33693.5230401687","33822.0191450151","34372.7380940754","34663.309038599","34514.8784697399","34219.2779472925","34158.8937088529","34138.3217974479","34216.3230677878","33749.7757392803","34188.06511853","33432.9693806667","",
"Latvia","LVA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3352.96104894338","3565.07909298155","3788.66450383318","3859.15185970582","4033.10677821154","4167.40658284722","4436.01446441986","4763.2502706341","5197.87147275064","5806.37217827945","6458.87395953733","7785.18066113716","8651.70523810524","8051.23077183461","6866.98601687827","7208.79433784249","7559.13373795174","7894.95771318421","8383.38340898256","8656.09303330413","","",
"Macao SAR, China","MAC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","6089.50727433383","6205.23874787487","6216.15429688725","6321.86860067233","6594.99773324039","6864.07594976777","7212.08058249463","7252.0443671633","7418.28192046636","7742.57062957795","8238.514397708","8608.99269015799","8976.95632978637","9073.69493318818","9278.94270043614","9253.56792362194","9012.74867107652","9093.93157831651","8868.35604705845","8909.353485323","9277.42832045968","9447.11478315186","10053.6757860694","10451.0150086857","10826.0210061344","11549.493881144","11806.4777895381","11758.6543765971","12298.1848889065","13352.9384543488","14227.0331203234","16024.8699460427","15643.698448233","16772.835000636","",
"St. Martin (French part)","MAF","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","450.510423795801","444.628990085091","477.324766350594","478.78591323592","452.003029720776","448.245308448133","454.338274810851","478.753617815866","529.018664339343","525.637345474873","512.977091460674","522.00329261682","533.252335334637","541.868694367547","558.003127020981","607.420204210179","633.681046048459","667.660848234472","698.619936823368","725.611663501623","690.295028305395","692.468335206895","721.860669515765","765.189275103652","780.201876908904","791.93000977037","866.663883156464","866.446800331909","928.95424718159","956.252368733456","965.986197607859","1084.05887162244","1061.82598784939","1028.08435633901","1140.55920202636","1078.48140641961","1206.99493523895","1140.71194581953","1191.06012584113","1196.64192195551","1204.75718923823","1206.05078453432","1235.41098913961","1296.53626914395","1340.73433333792","1371.10305440758","1444.80117816695","1494.65681090515","1589.40307316724","1633.92986619094","1679.15046035219","1748.09518849727","1795.49687396484","1835.45388234323","1867.8223728984","1903.63426449589","",
"Monaco","MCO","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.81502560742","482.680428349576","522.710276816632","519.377181308523","592.209915700168","759.465288386148","794.347616937741","695.727686655649","787.39477107172","835.233876819921","877.836536775413","1060.38791941965","1098.04879725444","1277.40561053452","1403.10559725969","1476.3200155929","1588.4489022029","1372.01178800455","1499.1356372","1591.21963907201","1625.06570352284","1729.53296125628","1785.96658976591","1745.99250983752","",
"Madagascar","MDG","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","760.833552427382","736.928764616692","738.253274312585","737.32043621828","741.122336117049","717.609981152398","713.071437291133","698.641068574694","734.657000753265","743.41699377334","771.363390464043","789.518618291528","753.649605117887","712.806933030944","671.595003315584","654.086214198749","601.858939882946","611.159152420977","580.609313408663","631.344915531987","621.112895062439","523.574149857709","513.188019156646","496.286898842483","479.082152988759","481.49312569766","465.239714876673","437.941558690894","428.783669078684","399.08823084185","422.487394890057","409.44281656787","387.011544001757","387.305866716146","377.633483772748","371.718188164083","365.055999448491","370.892693555817","375.438194708279","379.732206431961","383.246104168359","381.760582009606","369.34204102863","381.436916218192","404.061886539021","374.307070544982","369.036971006539","359.72397714772","376.305566484124","366.30567101883","358.902343413376","354.586859316038","356.209932451871","350.605120734291","342.129885649266","334.663955442622","",
"Maldives","MDV","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2630.94147183891","2715.88071842517","2743.96021121123","2855.54123645755","2947.5200194388","3100.1821198237","3339.94837496159","3425.97986171566","3253.31831057432","3320.11166591962","3392.56186159936","3408.79408111221","3397.08220884268","3445.10661909642","","",
"Mexico","MEX","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","1803.10657119901","1813.42068125948","1834.61072546068","1894.78366446103","2035.39291121922","2752.11603441551","2799.89953926773","2896.86255711838","3000.35247191681","3098.13096597666","3206.4906473428","3242.23312893773","3360.45319645738","3480.60963839944","3508.57498109904","3570.66116845506","3600.50276826851","3601.24038868979","3753.17575964126","3985.97054879643","4292.60031898381","4503.84906939954","4295.79299447749","3978.6310384852","4022.06349394143","4068.54007995541","3882.25029169494","3798.50906965165","3789.69691976091","3984.372764966","4155.91399072001","4263.80656969138","4375.00813480838","4956.29439016674","5086.23780790624","4553.42492373191","4664.45594169956","4858.09323419017","5050.57459891987","5203.10134327882","5428.09840035087","5461.40446041064","5467.33662035917","5460.14820042466","5691.15225788745","5860.86009149164","6093.35718234663","6180.99818215155","6197.81319894922","5706.07925834577","5937.82951670085","6132.69052730593","6345.7742585988","6395.66700540108","6425.58997275776","6543.45693895617","",
"Marshall Islands","MHL","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","898.093349113014","943.538369659103","990.630457248328","1018.06689171491","1021.91379914866","1028.79283208648","1061.7712928554","1078.15035024556","1062.2189755143","1051.50461306032","1067.13274860919","1061.4114973167","1099.04922966997","1111.38431150791","1127.96598829409","1167.67873273597","1184.86864846145","1215.28700727802","1255.76796059855","1287.99594346464","1292.89734396348","1307.86323501036","1352.44723335036","1387.13749358512","1414.57598635702","1461.83455540635","1544.21287827131","1630.96702742089","1719.06858515324","1844.79121581617","1917.65261564042","1942.16122953","2031.18570373844","2144.802756563","2227.77372239942","2314.14105724772","2380.91581322682","","",
"Macedonia, FYR","MKD","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2127.18977665796","1968.93262867923","1776.83306638275","1951.33129806601","2136.68374300153","2062.19711801369","2118.27344096062","2171.69973484043","2227.11319439667","2289.07527030872","2529.40256606793","2263.18594797276","2479.3773044837","2584.03514978011","2771.53296095631","2963.88277461279","3067.5287124515","3294.43869961071","3445.72248203635","3325.93851232177","3445.62409764601","3255.5125672699","3289.16942999622","3345.08341786912","3410.66508101677","3514.66118874777","",
"Mali","MLI","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","289.472089289458","293.451606027442","289.323195455617","299.60250384021","301.299333134224","313.898413297351","307.224162836269","325.142917305342","340.35398878941","371.955008965449","362.696369036255","375.90235992691","396.863630870857","367.876579984902","378.808513135339","349.67521147739","354.018050225167","351.330554192167","333.557724828984","308.508816283009","281.121919221577","302.3233545822","289.121539392304","284.404535638779","333.535869361779","298.550670918538","313.541530929228","302.261441360598","302.038937718081","313.67000910141","298.469261947685","294.245284600474","313.814566682394","299.811036373129","315.04937173512","316.111553806659","352.709296708593","334.797922570568","349.329194885658","392.874455200104","399.830944657514","432.374486688524","477.014948293228","511.133780330217","518.822232351271","556.181189018361","574.823707380289","619.998630523857","661.363720794314","",
"Malta","MLT","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","2457.3625869682","2514.98711755877","2678.12660845227","2769.56244142678","3049.26811166648","3705.68739505957","4113.81846903005","4706.87274137471","4861.43493311202","4957.16883028339","5209.43018868827","5341.21128472071","5380.62574105256","5378.95722202003","5592.01090975345","5767.55425135099","5752.82852181609","5742.25417359156","6208.13294026691","6715.80172920227","6900.3188337965","7094.58353646429","7325.31848696252","7310.74657668277","7426.83854422632","8153.38953882678","8697.78343563853","9224.45881325662","9921.59294812358","10607.866910419","11267.2643242578","10993.8209514306","10880.8655710649","11319.0807212231","11536.9465639087","11660.8794472235","11886.7535256419","11955.4783023584","12456.8022967585","12384.4764562261","12156.3523172826","","","","","","",
"Myanmar","MMR","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","1042.07748923842","1137.29384258118","928.392947212646","1141.68349424637","1096.54951910963","1382.95971147301","1345.86572272788","1401.70203188227","1514.87043542945","1555.58901718666","1582.16953891718","1669.21571116879","1565.07861817234","1487.49231741092","1486.15557678723","1524.72139468868","1568.01139443827","1609.47735276754","1645.86827263345","1592.49933006117","1545.14481557984","1530.52317565366","1552.88742608934","1571.1436240154","1593.12409214117","1617.7014625674","1668.68934674999","1707.22686096555","1774.96265695645","1808.81337359254","1858.01209398636","1948.2839003596","2022.18545786103","2174.03843417212","2200.62347279612","2187.07309299018","2239.93291279322","2338.85559264738","2375.94339167682","2304.66776826507","2333.76228095138","","",
"Montenegro","MNE","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6182.26234502042","5370.80676180032","5467.98847575976","5487.54260953013","5268.81601009236","5347.29127423924","5494.83102905291","5554.18672985357","",
"Mongolia","MNG","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","895.508990815427","989.772410119372","1155.86970570558","1393.86301030538","1340.46320984168","1463.44169299425","1666.546969627","1850.18569973412","2097.77253321288","2191.03176031459","2322.33835160116","",
"Northern Mariana Islands","MNP","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","260.845194081664","248.931828218895","240.172537447592","189.949939503389","184.232581450681","170.853064095795","176.544100335219","196.054190130159","202.195148627784","214.396361831914","202.909603725696","208.902790899721","185.181177255696","186.055090859397","183.782838620052","187.552302118855","197.391390211982","205.573987924884","210.619636630604","216.385618811415","209.023118746428","204.675154614242","268.077356003586","274.436420790135","277.856954348198","288.739735703959","293.238050000452","304.617119079956","312.368979221953","322.493986355525","324.892376081242","331.483629588152","348.543811851164","358.831322367381","373.163679821487","335.463602676707","",
"Mauritania","MRT","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","298.762518104005","309.177914058416","288.369400529215","324.115542874622","368.490416961693","441.23779218727","424.288303317619","484.784612540943","546.68161737898","520.271372802558","591.706640865587","575.688443073937","505.182148149739","521.40928220262","735.330212983856","731.92715542779","727.594283708082","599.666253209966","507.43141804141","526.555764085525","549.964560751755","631.011527965938","802.065385392617","640.899367138986","564.798247512504","507.740004584718","632.610772185875","578.302516269337","492.291264137701","572.071320108863","604.870475331259","559.99035657315","518.261262598589","491.458244594384","533.358366733547","511.834389580371","560.710432698646","517.346571577892","565.74297657699","574.584152307158","569.028642588452","552.432854836348","556.39855847079","563.495481827133","550.860969747309","565.347958677502","572.712648629661","588.626552593367","615.948417342048","616.19525075032","620.314163443964","622.872429533624","659.913003182509","659.059032416887","","","",
"Mauritius","MUS","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","1622.14058633999","1692.4850821212","1718.14797703022","1704.28412555003","1582.1738668236","1510.99602505286","1546.00004369921","1561.74225915104","1615.07309688622","1683.61684515387","1787.63316938117","2123.81939454488","2290.5958309494","2436.83810525584","2540.50479744459","2640.12141027402","2730.99492226123","2843.04058555118","2967.36635674109","3082.68629672118","3201.71149316718","3322.97698012351","3490.80289130885","3586.7601551402","3685.00004928625","3773.3115532454","3870.44972683263","4035.20400412187","4320.69493065191","4608.0202355787","4965.07823112705","5164.92548369937","5491.08209607675","5591.52747599231","5723.27607364809","5856.97108234981","5998.4512489687","6140.86167599408","6289.12658027879","","",
"Malawi","MWI","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320.302341714015","330.364800976536","341.073057827515","344.372617317998","341.677549493185","306.958567956267","329.168228728189","318.793893902399","354.475287696689","388.30175421761","435.151226695646","379.52124954974","403.440536895698","423.328354385278","",
"Malaysia","MYS","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","929.620448614126","957.050690132955","971.306939121573","970.794832541718","990.318469023259","1012.66682730312","1021.91854218914","1004.75021423788","994.41289465015","1032.30204214143","1040.99898232169","1078.01063088517","1107.33363118406","1175.42665090452","1250.93992681029","1214.72428846909","1254.71295607619","1350.63624417538","1456.4660164228","1576.31510260588","1733.60499277052","1777.12143896514","1789.70650800608","1799.27622274595","1864.58184683227","1819.83064178361","1591.49358966271","1577.42853511402","1711.8500416035","1884.57434811628","2050.23898845178","2176.09600697304","2218.68135098951","2298.05554269584","2450.96777619473","2668.10191023109","2779.45122549425","2826.49485163803","2474.76615158723","2485.46212268097","2746.645234286","2770.6239220696","2821.1758331772","2992.7418772674","3227.46437030792","3458.10921659295","3621.153620821","3929.38628508153","4198.67900769581","4151.17514901094","4363.6969562333","4589.23892137948","4895.29754506955","5171.14419508698","5450.52526558726","5694.04828440433","",
"North America","NAC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","14210.1095575486","14586.6186063232","15317.6446209556","15935.8901793611","15726.4222255984","15933.4930379483","16650.5497538297","17154.047433447","17698.9832352579","17920.9613887074","17719.9747840042","17798.4565192901","17811.6687837885","18605.1643063313","19393.5392809543","20227.3842330885","20869.1629022255","21383.8087583184","22068.4877437718","22489.9388777567","22674.8375152566","22399.1821056055","22874.4211963648","23334.5494663037","23932.2667805508","24351.0962324448","24902.3759864643","25555.9088129641","26566.6896847625","27636.0060521421","28703.100452446","29153.852422248","29660.9140774089","30313.8849406127","31167.7108543339","31974.7540226376","32663.4564526509","33130.9722126045","32786.6447538256","32014.2086048542","32391.9669963075","32866.5234524809","33091.5661504562","33412.3829254862","34030.4502080025","34775.4589712632","",
"Namibia","NAM","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","2400.55217895172","3211.31585300622","3205.39097542816","2986.89873138505","3009.76007313641","2507.85669229491","2603.2136565452","2957.39543651686","2649.32594752775","2613.30389511852","2076.51609589869","2296.42734488343","2148.30862967423","2080.89610339617","2033.38154695469","2034.08732300054","2183.73526259184","2276.35593499068","2292.1423682481","2263.75995985443","2343.80656958144","2511.05122438342","2440.49406517587","2612.80132399507","2632.95459877565","2621.93443959432","2812.65890502823","2821.08112917445","3132.89254712472","3507.79738157363","3251.50962469791","3466.57915767785","3713.89130550411","3896.05211138188","3959.66648803835","4029.71507988455","",
"New Caledonia","NCL","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255.314084316766","251.187804788663","253.542065590432","254.436762378612","257.280438373049","264.521729611777","264.85763087775","264.770856579823","265.903800353324","269.593088879821","",
"Nigeria","NGA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","1737.49651645307","1601.62414824962","1362.26989559117","1225.17612422383","1293.82141226194","1025.82985183344","788.006661776223","854.396924068769","802.272747996654","958.737860458763","963.914511922697","1045.64088771281","999.918143698321","930.203139478303","963.498080445996","1128.91353859726","1062.92459650196","1043.96627571043","956.902830829189","950.289024695928","1310.57476185969","1285.66305251621","1445.86631277907","1518.96258434616","1616.29468558565","1279.37253490746","1715.14297448891","1346.65949788953","1727.00373267016","1530.67769897436","1444.5196648465","1406.22191662628","1657.36238936506","1646.77328764703","","",
"Nicaragua","NIC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","934.87241620062","951.879599263011","971.499098875464","1005.96980234918","1040.62517476944","1065.69608423293","1104.50607211982","1141.83713249363","1176.48296802104","1181.54011276734","1190.12891326716","1212.95587386267","1233.71612247177","1274.29849920009","1299.68247844528","1298.13517896275","1327.07828565754","1344.85691927903","1381.87466463118","1423.96328189793","1470.87375558078","1530.69921418846","",
