"Data Source","World Development Indicators",

"Last Updated Date","2016-10-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Europe & Central Asia (excluding high income)","ECA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2392.4500292803","2275.22749521555","2219.04762537728","2217.29039819605","2136.11163180143","2135.23948439972","2155.96389153486","2258.19813229906","2250.37554628347","2220.84926362947","2355.19462988506","2419.59782347871","2584.59569728187","2812.20611292982","3139.13817120405","3461.86352812402","3792.64383107326","4204.34173864546","4470.41327521928","4244.62170423687","4445.18236462154","4728.97124458218","4909.64804391293","5089.64368163936","5148.21578671201","4934.2874043099","",
"Europe & Central Asia","ECS","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","6043.84588334929","6270.7285867198","6535.36750590027","6812.25325118406","6862.85869851496","6934.50272463353","7167.11038145787","7313.00997105962","7489.77793265185","7714.92602291142","7799.49120055027","7784.16728974007","7803.20714888942","7860.07447279746","7934.60386209801","8084.58043757792","8356.52673564324","8613.53015715613","8883.39810125589","9114.54065924581","9340.62157969908","9404.13520955595","9509.57736962773","9496.88565263131","9626.49588855424","9778.17448540924","9991.91791578514","10258.7724301258","10550.1647036723","10856.9556782376","11228.9130869519","11462.1444755227","11680.2775511434","11924.1870275823","12274.6081826215","12617.7339645897","12968.6230837271","13364.0135445956","13478.4515532912","13184.7751071026","13323.126348005","13428.076073622","13437.7869586323","13448.8542180622","13577.3700114496","13659.9872107861","",
"Ecuador","ECU","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","1346.97893108062","1343.39946913721","1386.21487241699","1397.47707982474","1497.1221375179","1479.48408019668","1447.0006316884","1452.04525676345","1477.39450759699","1513.27898506895","1597.37646580064","1632.88898235931","1554.75951426431","1585.7127376581","1785.93353531741","1982.36724635837","2070.62527330555","2090.85424038799","2082.96457113092","2189.6982138802","2301.09633681486","2408.29623466195","2422.32569701692","2274.28924504785","2258.48986177256","2291.83146836384","2241.23358584027","2326.11944050374","2206.80952390762","2157.22647966122","2235.7180599551","2272.11656080234","2243.07565974309","2262.20895868316","2311.7357962534","2352.55245916131","2332.77557837059","2421.71858799253","2537.58939886589","2185.90023820607","2163.36202719493","2284.62970354233","2405.2549898592","2436.89529516316","2551.48297920828","2620.69415034294","2689.27420570641","2756.27175396521","2856.48282722091","2781.28649720247","2946.97105236586","3048.58788777659","3085.23476053949","3143.68462638474","3203.51150124872","3161.09335246849","",
"Egypt, Arab Rep.","EGY","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","784.386479572802","765.469145542756","777.780699016957","876.590093321109","890.306162626921","1005.21895540546","1091.1921545775","1086.63878722051","1085.60027391096","1101.94054992665","1160.11070738068","1196.65620396009","1171.24460873506","1206.16829453153","1229.96692431912","1252.14513024598","1293.09316862789","1322.73839448834","1333.25662382638","1345.7622916149","1376.04048252327","1395.28583493399","1425.17858237325","1458.20397674071","1464.42284604614","1505.10451242977","1554.45522385203","1586.97162948065","1591.240201993","1598.86193905984","1602.49945870069","1649.81923453296","1723.47536936683","1809.78927102086","1879.84991248099","1949.49077182015","1989.63930236845","2056.15750383833","2141.38326406856","2151.57972436796","2189.89067539858","2204.91832496654","",
"Euro area","EMU","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","9883.8182785234","10326.5524237035","10782.4406253649","11270.1719096518","11458.0848798622","11657.2063383855","12156.8560170076","12511.813987764","12838.2316056867","13272.3113853397","13517.6710563305","13533.3517210008","13604.40476359","13702.2080064574","13857.3864210524","14124.846275912","14584.091233511","15068.5166183655","15546.2526365342","16048.8259552055","16485.759854056","16870.8666967473","17147.1486631759","16982.7362357036","17240.3848168579","17531.2972181006","17836.1394768576","18148.3486934833","18691.4028029894","19256.9704280452","19765.9590442936","20062.522347696","20151.0343116668","20268.8102532149","20517.8712489116","20794.6152895163","21131.0992581008","21404.6369576831","21372.7116954197","21069.0271288198","21179.8815594065","21121.8839694293","20908.1587076676","20620.0220055368","20796.9688015904","21103.8760050476","",
"Eritrea","ERI","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","898.515050211946","812.2317767435","996.757168102245","885.436553188157","959.541875758632","1108.11084262085","813.726667422912","601.912831265351","447.448456109596","481.532060900853","536.503459308198","538.50769076666","599.805768243403","535.35898829874","492.054714793762","449.165465101269","384.377740334375","419.229094724286","385.411471363199","310.793733906545","","","","","",
"Spain","ESP","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","8323.19523162418","8651.22857057217","9284.81777709086","9918.64262134115","10324.4601294896","10398.9826732324","10856.4462107673","10888.8171842069","10837.1385235326","10881.0232486372","11035.2245849873","10837.6877820509","10784.2413571537","10775.1639257261","10709.8430405579","10914.40570292","11251.5891587665","11891.936161283","12446.2197852826","13096.0499714505","13535.2137051979","13894.2510822134","14149.479214319","13837.1771600491","13949.6591685327","14155.5368577653","14469.9241656112","14844.6086514123","15450.3069566508","16121.936107874","16715.9954410829","17129.1721258764","17355.2001141847","17450.2927330238","17843.2528471905","18246.1493735096","18621.6422973082","18876.6924412306","18456.5366669108","17632.4012331996","17595.4840091133","17120.3569111371","16508.5708297379","16055.4818162061","16289.3433553523","16817.1112122466","",
"Estonia","EST","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3035.0438339352","3127.75822910105","3345.69768386215","3853.28614116891","4383.20608711167","4655.77405362228","4716.39529260345","4998.52248030746","5357.878124923","5901.26312014225","6481.08172666253","7025.11190427182","7720.46774463784","8749.20974659228","9577.62463923122","9133.37598468633","7755.15017696361","7648.54094864917","7955.21769751044","8338.9286349009","8686.57073740337","9015.59396864309","9454.53508757469","",
"Ethiopia","ETH","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","8486.68866964888","8824.49980736895","9219.75829760344","9643.56357834224","9744.21239635359","9883.45262308713","10250.3240184417","10479.328764361","10772.0191200155","11136.1181689873","11285.2751931331","11294.4577922313","11361.0853295985","11481.8445094284","11630.7289763873","11882.5911520566","12327.5256178623","12761.5369597198","13234.105531853","13649.2567484474","13975.9803886193","14162.3531813136","14394.6857372539","14377.5711836363","14656.7898049606","14920.9297069924","15272.715023003","15634.4148089495","16141.7489431365","16671.5919220454","17200.1782489532","17548.4610299439","17795.0060196585","18034.8344946541","18383.3375737966","18721.5555424244","19076.9971975868","19455.7724196814","19465.7256230372","19116.9655602103","19214.8591456056","19201.9708554206","19104.904117614","18978.124055192","19200.2040990127","19537.0617459323","",
"Fragile and conflict affected situations","FCS","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","9807.68741755554","9965.48498052766","10731.7203813566","11300.5127460431","11438.0726309222","11739.4938266649","11924.9613170448","11821.8968995196","12062.6860020882","12732.3575765038","13012.1555716471","13127.5819005729","13738.3111148981","14082.4663342199","14461.0559848618","14988.7919225272","15535.3610344949","16217.7787273754","17069.3292024737","17790.8802144974","17659.5801978801","17010.7379358609","16200.3666815215","15695.7833180996","16039.5496003158","16775.0521671034","17347.9160608417","17888.0687520717","18690.3205941527","19280.5882835619","19617.5175424576","20134.8191153535","20614.7968989679","21438.7041547677","22149.4863794288","22786.7964776673","23624.0533194456","24347.2074365645","24747.8806388172","23962.9500952071","24585.0501972825","25188.3821575146","25153.2207961623","24924.1197424759","24961.1880033532","25225.6638608013","",
"Fiji","FJI","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","10780.8798265914","11287.5396795519","11750.5864465201","12291.4916024838","12526.4421492796","12677.3732883223","13286.2210267297","13569.0789997769","14050.7139370595","14480.7758616647","14600.6117427683","14826.925789878","15233.1785195338","15284.7560094566","15302.3199459961","15502.6465162972","15979.2766079876","16408.6074603558","16854.939347044","17293.3445052754","17640.3558510965","17744.5268613848","17862.0378720233","17781.4046619183","18017.334189018","18267.9526395954","18558.709664744","18609.7558632531","19287.7303843559","19860.6372471345","20449.6794664807","20818.0659708132","21096.2324318686","21263.4832182773","21528.9754073029","21904.3173256096","22232.1462380716","22646.3889936575","22619.7630456727","22551.6252391705","22853.6381922175","22851.4141247548","22691.5012262149","22695.6075261948","22673.5348540833","22917.1178009927","",
"Faroe Islands","FRO","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24851.3194646754","","","","","","",
"Micronesia, Fed. Sts.","FSM","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","1021.42368874767","1094.4470017448","1205.66264281467","1555.85468842712","1622.40765063032","1845.05739258652","1614.32478210509","1996.4412157949","1984.59633639408","2023.86380466799","2087.49467488598","2211.00849216955","2335.85368708961","2664.36673293299","2202.08212880527","2255.03642874064","2560.9526060544","2780.78623111401","3746.623285196","3309.47335613345","3268.82006456605","3514.44014804576","3065.10965691585","3663.13345081228","3265.30366769809","2995.79391018874","3620.7315547181","2957.6842401952","2532.82596916787","3338.73513527784","3150.02601585074","3007.22377207695","2859.4788775912","2762.7729447808","2405.7989101013","2383.39490233868","2102.30613613003","2034.18195201739","2400.32078803439","2476.83077699192","2526.33087810753","2461.13448857144","2457.92521213144","2410.80182692356","2424.41449634508","2503.71760032146","2615.96819169128","2618.61988676306","2644.36267692553","2714.91233536103","2853.45591090186","2990.77019661587","3105.56893345213","3283.68433624088","3388.96051886327","3450.98389683831","",
"United Kingdom","GBR","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","9410.17484361817","9669.52414817428","10249.7977818407","10796.5402484286","10614.5782753695","10601.2100369699","10656.0445814851","10617.1702709332","11184.8343268847","11662.7213431482","11638.9467009369","11653.8272368104","11785.3133813425","12275.6865840312","12540.0142872946","12997.7049405854","13805.8101096493","14534.6963394396","15627.4189957791","16130.7990351452","16239.4527061695","15855.293273357","16061.7368238155","16718.0140743711","17262.3527743259","17638.1045989602","18318.5124965902","19239.5425138322","20023.1314856423","20927.2784969359","21919.7264051312","22651.2709737706","23473.2883334877","24202.9062937456","24905.6977547632","25494.3090920513","25787.4281578224","26347.705055777","25964.5404742533","24958.9518320167","24756.4450207828","24589.0290304555","24860.977639521","25160.7581876948","25591.5911391664","26073.6588497825","",
"Georgia","GEO","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2227.96575335281","","","","","","",
"Ghana","GHA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","946.741227251476","969.89200136106","1047.62195818412","1000.62047162611","1030.49893635909","1150.94627044292","1002.07082143725","1076.0566925456","1108.86349317195","1056.40234136166","",
"Gibraltar","GIB","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466.614875933861","509.370930535372","531.046025225997","452.578879894869","355.138473095257","336.067761469432","325.506849226435","328.889975624","320.91059626049","314.45675034589","",
"Gambia, The","GMB","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","599.880941082263","588.123711498817","624.119338342647","629.840781167651","636.498661673434","574.839204263827","582.118476106563","630.551049141561","615.654756538272","612.480093696809","562.927233673792","623.772799682018","735.730451632771","844.329862573456","818.759609241471","689.187845198416","561.306119914682","431.463238545129","348.833179910375","341.841774465638","393.189517414645","366.214370853349","369.328847332311","395.775949894935","396.75296133234","397.202438904101","418.781484055158","452.371187787823","434.185929920381","453.748304442366","405.766198971822","419.41249775445","430.067835788632","420.666256585602","452.925287333915","489.001340222376","498.469051670468","423.805666743765","434.308249917852","480.793540218683","488.863855109839","467.169047150205","461.425787728991","443.865221694641","485.656931595093","413.305997847675","437.147822319032","445.507544473223","469.08051672397","","",
"Guinea-Bissau","GNB","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.158997239418","","","","","","",
"Equatorial Guinea","GNQ","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","268.741559846263","207.930927879892","161.571858532564","94.8409591607214","187.851085862404","195.191137888062","196.725702510871","247.993351597797","236.588893674236","213.772858913473","156.929332151908","210.587022554344","205.045594925246","127.148965767117","82.9003687830419","261.18341523592","495.663934118178","503.627388706548","734.777026345406","673.223028066738","484.000356186524","887.81456616131","1995.55987712784","2336.85300772109","4059.65765779276","1321.38503134885","2149.49973717526","2266.47854485001","2604.8460551721","2907.56130628586","3187.3990742088","3353.91646254616","3453.20267015816","3478.39082599924","2716.08762022759","2046.3276211842","",
"Greece","GRC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","7127.38652710722","7480.42134565814","7878.37579158776","8320.9291878117","8207.13837814578","8737.95556169293","9094.33177552731","9767.22819518058","10404.1516873042","10864.475443535","10807.221685555","10637.5050952711","10930.4791851719","11094.9562755338","11081.9905846868","11095.4466340546","10895.011713315","11148.0266394348","11780.3310005362","12455.5943390033","12647.3155179947","12857.5276506284","13049.6877242567","12873.8922021103","13058.7285912839","13325.8180667827","13622.1119565364","14159.8713896164","14724.576457805","15181.2087129474","15500.7634452124","15979.1568536801","16730.3153816435","17447.0304757497","18031.6529136823","18558.6424416859","19017.7215738413","19742.5613500155","20395.8996263426","20002.594088294","18674.5772346117","16879.1857760285","15609.1673815865","15353.3453324179","15531.0357185537","15675.3766287949","",
"Grenada","GRD","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6424.63677506715","","","","","","",
"Greenland","GRL","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","1335.74700218073","1357.63168302274","1396.80014613706","1447.73478083072","1480.89035223804","1483.42792229115","1493.56573192624","1525.11610181043","1550.54233150121","1592.42400147753","1637.95834245796","1683.9843352649","1744.03225017408","1791.21293731662","1806.42641055822","1809.10938661273","1879.16998237583","1976.48316305894","2021.73223732711","2053.41898844302","2067.69291131335","2040.71630631889","1927.27816114898","1850.44536399932","1823.11428437391","1771.11292224819","1742.2443131651","1766.9690411374","1796.09851875851","1806.41378869845","1799.19575572466","1832.71570529427","1872.34481205893","1905.14428383065","1948.74973556785","2001.28038967389","2007.89206676779","2038.36671739748","2080.79516943327","2103.51080583718","2125.1252621403","2152.41177514688","2171.31947616722","2201.11526727413","2231.86596481183","2273.3786715692","2325.76708910181","2396.48569809741","2445.93475132871","2386.04908819091","2415.64522868323","2450.84240799561","2475.28338992529","2514.262817065","2559.4807880671","2654.89630125907","",
"Guam","GUM","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2619.64109121127","","","","","","",
"High income","HIC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","10316.1157512076","10668.9046195172","11197.5798712277","11716.9002337381","11683.2921543264","11844.7600118262","12272.2259009639","12605.0753917642","12993.9412471981","13352.4118211062","13372.5072286644","13424.5187787297","13533.208681288","13873.8641349796","14226.5128016909","14673.2499587027","15174.4725824966","15642.2734808199","16200.4713807739","16665.5796052296","17025.8390745914","17123.6179766935","17486.4966663144","17661.5710102847","18067.105993016","18362.9115726211","18791.5428549112","19214.933238696","19689.615959351","20347.1519134837","20979.6511337961","21328.5459080199","21650.0536690472","21964.8799879202","22451.990661319","22920.9997298678","23348.8717942495","23735.0047925038","23599.1410574356","23123.2980805625","23395.2356199178","23580.212353067","23703.6044012223","23825.0478032759","24118.6987273167","24481.7535674295","",
"Hong Kong SAR, China","HKG","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","4476.0728924757","4302.27127370856","4326.5169840945","4594.64700929481","5283.84838754905","6075.86230767225","6287.61587096169","6859.10287214038","7207.80958978029","7467.50917102425","7929.13168475619","8313.3425816391","8573.39671661007","9190.52950600788","10049.8233702822","10919.0817640117","11220.1172694058","11884.4701200047","12877.5609352437","13865.7748845509","14699.0652524373","15305.7092874379","15250.0517113701","15131.3286054579","15837.1604813895","14842.2510182969","14854.8555399839","15389.3890735483","15490.3295693903","15260.5181250933","15052.56999838","16000.1234585852","16494.8942390311","17388.3025603947","18730.3844239172","18972.3122392594","18965.4493346206","19977.7489633176","21509.303384291","22132.0032571998","23047.6350055494","23632.4760124943","24538.5768542263","",
"Honduras","HND","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","894.522632869307","903.448588697475","906.873197987705","937.227846592369","970.915027247913","979.702161494733","981.817770180321","973.500543703517","1024.31955236644","1003.4058836921","1014.54508137067","959.272941928892","988.943541634923","1065.68194177794","1012.67919170888","1021.81435870313","1143.75782241486","1263.19221529045","1257.98766121317","1203.15019952377","1257.13255888375","1227.48389603599","1213.48375680019","1159.39638749563","1208.23335890259","1175.82792252468","1207.90804151532","1190.38972592203","1180.16197025704","1207.15959263936","1177.61913194195","1202.66123158211","1195.92543944194","1215.87528986617","1190.7439219824","1181.53075785112","1214.26341503883","1224.31563206597","1251.8075850306","1214.79454618558","1270.15074331622","1301.09752038683","1328.89218285845","1360.74254648021","1401.61976828786","1460.24453699788","1558.40823384116","1623.66354874428","1643.28426993887","1616.90658025028","1648.92674493397","1681.94920839395","1727.84208059159","1767.14652319081","1788.63106383411","1825.6470829897","",
"Heavily indebted poor countries (HIPC)","HPC","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","434.883974032386","435.652329652143","443.763689584485","448.447232614555","455.562699695564","458.850460202027","450.140464374319","455.766791973525","458.420828556527","465.202299757549","476.875046392869","487.450248533326","504.193032421401","512.839859648559","522.915405515838","527.711352806873","536.490595510749","539.643659618682","535.060267624448","549.82998323698","561.474825994892","574.733420769674","",
"Croatia","HRV","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5333.90004983474","5638.33553067017","6107.17984925319","6197.90816456164","5955.2005686719","6295.55965575006","6494.46861171837","6945.18437359967","7230.84710761411","7521.38484724019","7808.43720131653","8068.24224344419","8580.81849483017","8696.12161426822","8062.09609717486","7962.93742147893","8244.80336628633","8019.19351747328","7899.42914474504","7877.35316739222","8000.85117178264","",
"Haiti","HTI","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4884.0015667899","4972.48414136885","5196.03269215297","5226.78474098973","4850.31665687559","4744.30393679645","4852.93754083466","5099.03786669869","5461.48187575183","5645.44621712062","5918.42473282104","6413.76246836828","6969.30267770587","7125.942582064","7347.54801711512","7458.97716794889","7542.0307400859","7466.88847116924","6977.46441978439","6800.91491478711","6875.4356186051","6758.46202084575","6797.35786579342","6939.49566861846","","",
"IBRD only","IBD","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","958.041613536814","1012.24809370679","1066.19156369473","1097.26873959435","1102.2557407714","1117.94874108518","1160.76374587286","1179.81885244754","1173.41765593036","1171.40757568088","1186.85662930505","1184.63627080462","1225.70652735152","1246.70793874069","1267.63471819428","1319.39642376341","1344.83788206641","1379.8182317749","1426.39754464724","1470.20216876161","1479.19425185135","1499.07710177869","1555.54523784102","1585.05802097291","1618.73623576129","1670.16226496706","1765.03062816157","1862.62812360754","1977.30523506637","2114.35233422609","2216.2686434458","2239.09615756047","2352.87930314841","2496.28144398695","2602.61339664568","2695.83545632165","2779.3481723398","","",
"IDA & IBRD total","IBT","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","885.604552856126","931.819839345899","977.606082984544","1004.05666279399","1003.33293612533","1006.87437301735","1037.04143234456","1052.4314122254","1037.8593546716","1027.78932452885","1042.36614274335","1036.94244769924","1073.29456127659","1087.725264877","1105.19099161211","1143.86672016115","1160.4483959212","1189.13700336092","1229.63940461524","1262.0369096599","1267.75601087122","1281.00039832604","1322.72516219466","1353.38028024462","1377.58598709261","1420.97959413401","1497.62363693587","1577.59064236291","1657.41149100848","1774.45254821011","1841.57657192406","1866.25226845533","1946.34829985523","2051.00258080015","2127.79797421795","2203.93151771747","2264.6142020025","","",
"IDA total","IDA","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","540.055365358947","499.841480819712","518.832925237583","504.88271744197","532.046312060138","525.79787290193","540.313414515766","533.473533808167","521.493985156547","536.994449980607","567.796658464888","565.595500463886","568.391223956619","565.716839396787","563.039604362464","615.957777319194","617.358351129331","647.731761433281","676.995322339733","714.069464056564","686.412783646453","759.981510814664","726.385870641009","776.229318496337","766.864239016441","770.674948265297","777.110475176013","825.989367637085","840.532231374615","","",
"IDA blend","IDB","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","679.339149118921","602.281956107225","632.098115999247","605.815631192273","656.932614949432","652.35648474857","700.222263336255","694.071977332731","677.626884691826","704.561806827416","772.034843375287","767.034621895972","765.467700555018","758.33804637052","756.667488541403","868.366892263134","870.317041998372","931.911111436178","984.389045233787","1051.58338945952","963.021242316927","1120.82833770749","1028.36455039747","1146.55166454483","1105.17115791587","1100.45093283978","1109.51264802982","1208.20045939217","1227.8879093709","","",
"Indonesia","IDN","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","297.905800705008","311.434064846087","337.001223959792","319.486292584758","305.506706026323","312.538559715785","302.571412141979","322.337620133749","348.369552020971","354.496120410363","345.7474553152","349.967069650884","335.217694446673","344.525474767447","398.566690428079","427.942946635365","427.240178336583","427.501274493252","478.538025147085","494.19584831541","498.074333994623","679.270267839787","681.473716610868","726.691667451498","753.630948790313","786.668305790848","784.203526237908","779.608453589252","707.817226950673","746.823225459106","859.840258487011","912.388827192535","924.872180919786","1016.87331632234","1079.13061414641","1196.31619743301","1293.11779745618","1374.12646101037","1271.1967256399","1311.66556151255","1314.18661403584","1341.66333791802","1374.40769958693","1408.86477421552","1459.23427098795","1496.90286969703","1524.13241402075","1579.54654227669","1642.17367328085","1699.54899096891","1756.91038412171","1821.71969428828","1897.17942089583","1975.37796505192","2053.90668208632","2127.41035106413","",
"IDA only","IDX","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","445.891663291514","437.713110124855","445.32308916587","445.700217582548","447.107789725926","455.5660107353","457.966137700145","455.264031119427","461.751067170674","464.580388991449","472.908038423559","487.125638423567","504.175330198608","527.981038967772","543.328648628652","553.156178017201","557.854978533823","571.646220106194","582.532313516619","588.434799752275","605.86434596009","618.728617483486","635.454814169207","",
"Isle of Man","IMN","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","255.291997197123","254.53307174612","252.691131663395","256.783012236352","266.56507720054","261.319407586708","259.257332692445","268.247836389992","269.525086023357","273.566597392056","276.679106985532","275.759247657968","271.2886848947","271.552517736729","265.096329058559","273.726377788219","272.830298200683","288.402385116751","299.122474555968","285.79462260292","304.427504899691","310.395167157615","306.312613705628","322.547599452964","324.34141623983","330.351804147971","333.30900590398","337.297974198095","350.749444437688","360.473661713962","368.846496516244","369.207259755551","371.229736365956","379.818610458141","390.618376719011","406.519111553044","429.881721524507","434.513318169069","454.299919333142","473.269895834432","480.949494915075","500.829107481536","506.556472998382","527.770361319018","546.167695157505","584.107554104522","623.932423928273","648.333336072547","684.990378824485","725.214928788939","777.430168661609","838.156368572444","871.227085738005","918.608153819317","963.991392474685","","",
"Not classified","INX","Household final consumption expenditure per capita (constant 2010 US$)","NE.CON.PRVT.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
